danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,popularity,genre,sub-genre
0.776,0.779,11,-6.758,1,0.0933,0.354,0.0,0.122,0.747,113.96,audio_features,2EA4XgRO0tTu5h5nAR1QjK,spotify:track:2EA4XgRO0tTu5h5nAR1QjK,https://api.spotify.com/v1/tracks/2EA4XgRO0tTu5h5nAR1QjK,https://api.spotify.com/v1/audio-analysis/2EA4XgRO0tTu5h5nAR1QjK,225789,4,24,r&b,r&b
0.725,0.371,5,-10.277,0,0.0425,0.774,5.99e-06,0.106,0.766,119.94,audio_features,3wHcKE0nbUi6JyVq4Uz2w2,spotify:track:3wHcKE0nbUi6JyVq4Uz2w2,https://api.spotify.com/v1/tracks/3wHcKE0nbUi6JyVq4Uz2w2,https://api.spotify.com/v1/audio-analysis/3wHcKE0nbUi6JyVq4Uz2w2,192959,4,38,r&b,r&b
0.566,0.366,9,-16.843,0,0.0287,0.83,0.349,0.103,0.315,89.89,audio_features,7m52TN0FcLkTBo0D7EcgC9,spotify:track:7m52TN0FcLkTBo0D7EcgC9,https://api.spotify.com/v1/tracks/7m52TN0FcLkTBo0D7EcgC9,https://api.spotify.com/v1/audio-analysis/7m52TN0FcLkTBo0D7EcgC9,202700,4,44,r&b,r&b
0.671,0.671,1,-9.441,1,0.0489,0.373,0.0056,0.165,0.323,120.053,audio_features,34tyhnitf4ZsJ3ot1YXXZ1,spotify:track:34tyhnitf4ZsJ3ot1YXXZ1,https://api.spotify.com/v1/tracks/34tyhnitf4ZsJ3ot1YXXZ1,https://api.spotify.com/v1/audio-analysis/34tyhnitf4ZsJ3ot1YXXZ1,158000,4,38,r&b,r&b
0.798,0.64,7,-8.114,1,0.0715,0.465,0.0526,0.188,0.0491,120.974,audio_features,7I6QYKCXtDiph33OzIIqYI,spotify:track:7I6QYKCXtDiph33OzIIqYI,https://api.spotify.com/v1/tracks/7I6QYKCXtDiph33OzIIqYI,https://api.spotify.com/v1/audio-analysis/7I6QYKCXtDiph33OzIIqYI,172810,3,47,r&b,r&b
0.738,0.673,5,-5.377,1,0.0918,0.175,0.0,0.109,0.606,95.026,audio_features,3xRZEUOSR08j68cMHpv8Jo,spotify:track:3xRZEUOSR08j68cMHpv8Jo,https://api.spotify.com/v1/tracks/3xRZEUOSR08j68cMHpv8Jo,https://api.spotify.com/v1/audio-analysis/3xRZEUOSR08j68cMHpv8Jo,174316,4,46,r&b,r&b
0.709,0.536,8,-9.394,1,0.13,0.183,0.0,0.111,0.642,150.094,audio_features,1syFG5QPibquVZYsZaO2oa,spotify:track:1syFG5QPibquVZYsZaO2oa,https://api.spotify.com/v1/tracks/1syFG5QPibquVZYsZaO2oa,https://api.spotify.com/v1/audio-analysis/1syFG5QPibquVZYsZaO2oa,217632,4,27,r&b,r&b
0.739,0.776,6,-4.838,1,0.0471,0.0554,0.0,0.102,0.45,149.915,audio_features,6EAFyYUCONcEnVvCMs2RU9,spotify:track:6EAFyYUCONcEnVvCMs2RU9,https://api.spotify.com/v1/tracks/6EAFyYUCONcEnVvCMs2RU9,https://api.spotify.com/v1/audio-analysis/6EAFyYUCONcEnVvCMs2RU9,193125,4,48,r&b,r&b
0.659,0.454,5,-9.283,0,0.06,0.764,0.000233,0.1,0.46,77.496,audio_features,6HXHvN2VkgQDgCwns7JyR0,spotify:track:6HXHvN2VkgQDgCwns7JyR0,https://api.spotify.com/v1/tracks/6HXHvN2VkgQDgCwns7JyR0,https://api.spotify.com/v1/audio-analysis/6HXHvN2VkgQDgCwns7JyR0,137806,4,38,r&b,r&b
0.711,0.852,9,-6.582,0,0.234,0.257,0.0,0.101,0.617,85.018,audio_features,44IXCCyTS0hUBfuCYavXpA,spotify:track:44IXCCyTS0hUBfuCYavXpA,https://api.spotify.com/v1/tracks/44IXCCyTS0hUBfuCYavXpA,https://api.spotify.com/v1/audio-analysis/44IXCCyTS0hUBfuCYavXpA,102004,4,43,r&b,r&b
